SiduriMakorPitzul,MbNifkadGalKodem,Siduri,wave,s_seker,MishkalMb,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,m_SetachMigrashBayitprati,ShuviDira,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,AimMekura1,AlutBniya1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,Kivun1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,1,83,3,2015,524.9363402,73200,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,,,,2,4,4,,,1,2,,0,2,1,4,4,,,3,1,2,,,,,,,,,,,,,,,,90,5,,,,8,6,1,2,,1,2,,,,,,,,41340,114540
,1,84,3,2015,854.6715348,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,1980,99999998,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,2,1,,,,1,,0,2,2,3,3,,99999998,,2,1,2,4,1,2,,,,,,,,,1,,,99999998,4,99999998,,,4,1,,3,,2,2,,2,2,,,,,27807,27807
,1,85,3,2015,710.8821566,56400,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,2008,3,,,1,,,,,,,,,,,,,,,,2,2,1,2,2,2,,,2,3,2,,,,2,,2,2,2,3,3,,1700000,4,2,2,5,6,2,8,,,,,,,,,1,,,50,5,8,,,4,1,,1,,2,2,5,2,2,,,,,59041,115441
,1,86,3,2015,854.6715348,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,99999998,,,,,,,,,,,,,,,,,,2,1,2,2,2,,,3,4,4,,,1,2,,0,2,2,3,3,,,4,1,1,4,5,,4,,,,,,,,,,,,100,3,,,,4,2,1,2,,1,2,,,,,,,,0,162768
,1,87,3,2015,820.9515867,156000,0,0,0,0,0,12,0,0,0,0,2,0,2,1,1,,,1965,6,,,7,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,24000,3,2,2,2,2,1,2,,,,,,,,,1,,,70,4,2,,,4,1,,2,1,2,1,,2,2,2,1,2,2,46959,202971
,1,89,3,2015,854.6715348,0,0,0,0,32268,0,0,0,0,0,0,1,0,1,0,1,,99999998,1963,10,,,,,,,,,,,,,,,,,,,2,2,3,3,2,,,,2,4,3,,,1,1,,1,2,2,3,3,,99999998,3,1,1,3,4,2,3,,,,,,,,,1,,,88,5,3,,,4,1,,2,1,2,1,,2,2,2,1,2,2,27936,60204
,1,92,3,2015,489.1718053,18000,0,0,0,0,0,0,0,0,38400,0,2,0,2,1,1,,,1985,1,,,2,,,1,,,,,,,,,,,,,1,2,2,2,2,2,,,3,4,4,,,1,2,,0,2,2,3,3,,120000,3,1,1,2,2,2,2,,,,,,,,,1,,,93,3,6,,,4,1,1,2,,1,2,,2,2,,,,,37591.5,93991.5
,1,94,3,2015,444.6178306,96000,0,0,0,66000,0,0,0,0,0,0,2,0,2,1,1,,,1960,3,,,7,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,2,,,,1,,0,2,2,3,3,,16000,4,2,2,2,3,2,1,,,,,,,,,1,,,100,3,3,,,4,1,,2,1,2,1,,2,2,2,1,2,2,63508,225508
,1,95,3,2015,507.7124894,62645,36666,0,0,0,0,0,160306,0,29415,283862,2,0,2,1,1,,1800000,2014,10,,,1,,,1,,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,,,2,3,5,3,,3,1,2,5,3,2,1,3,3,,1640000,3,1,1,5,28,1,4,99999998,1,1,1,2,2,1,2,1,,,125,5,9,,2,4,1,,1,4,2,1,,,,2,2,1,2,7431.23,3186160.66
,2,96,3,2015,572.7367991,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,1000000,1954,99999998,,,7,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,99999998,2,2,,,1,3,3,3,,4,1,2,1,0,2,2,3,3,,2014,3,1,2,3,3,4,2,2,1,2,2,2,2,2,2,1,,,72,2,2,,2,4,1,,2,2,2,1,,,,1,2,2,2,47030,47030
,1,99,3,2015,685.4580434,0,0,0,0,0,0,0,0,0,2000,0,4,2,2,1,1,,,,,,5700,,,,,,,,,,,,,,,,,,2,3,3,2,,,,3,3,2,,,1,1,,0,2,2,2,1,,,3,1,2,,,,,,,,,,,,,,,,75,2,,,,8,2,2,2,,1,2,,,,,,,,21663.83333,227663.8333
,1,100,3,2015,488.9895679,34800,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,1984,4,,,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,3,4,4,,,1,2,,1,2,2,99999998,3,,73000,3,1,2,3,5,1,3,,,,,,,,,1,,,86,3,4,,,4,1,,2,,2,2,3,2,2,,,,,42888,77688
,1,101,3,2015,710.8821566,90000,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,1991,99999998,,,1,,,,,,,,,,,,,,,,2,1,3,3,2,2,,,1,5,2,,,1,2,,1,2,2,3,3,,905000,4,1,2,3,7,2,2,,,,,,,,,1,,,105,2,5,,,4,1,1,1,,1,2,3,2,2,,,,,54952,144952
,1,103,3,2015,707.8294954,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,99999998,1998,4,,,1,,,1,,,,,,,,,,,,,1,2,1,1,2,2,,,3,3,3,,,1,2,,1,2,2,3,3,,450000,3,1,1,2,3,2,2,,,,,,,,,1,,,80,5,7,,,4,1,1,2,,1,2,,2,2,,,,,0,300000
,1,104,3,2015,782.9727309,60000,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,1972,1,,,,,,1,,,,,,,,,,,,,1,2,4,5,2,1,99999998,,3,3,3,1,,1,1,,0,2,1,3,3,,99999998,3,1,1,3,3,1,1,,,,,,,,,1,,,80,4,2,,,3,1,1,2,,1,2,,2,2,,,,,98922.58333,158922.5833
,1,105,3,2015,820.9515867,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,1972,8,,,1,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,2,,,,2,,1,2,2,4,4,,1115000,4,2,2,3,4,2,4,,,,,,,,,1,,,74,4,4,,,4,1,1,2,,1,2,4,2,2,,,,,45781.5,103592.5
,1,107,3,2015,511.6363962,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,7000,,,,,,2,2,2,2,2,2,2,2,99999998,2,99999998,99999998,2,4,4,2,,,,3,2,2,,2,,1,7,2,2,2,3,3,,,2,2,2,5,6,,99999998,2,1,2,2,2,2,1,2,,,,52,1,99999998,,,4,2,,2,4,2,1,,,,2,1,1,2,48588,48588
,1,108,3,2015,572.7367991,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,500,99999998,,,,,,,,1,,,,,,,,,,,,,1,2,4,4,2,,,,1,5,5,,,2,2,,0,2,2,3,3,,,4,1,2,,,,,,,,,,,,,4,,,210,5,4,,,7,1,1,2,99999998,1,1,,2,2,2,1,1,2,40040,40040
,1,109,3,2015,1494.264261,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,2,,1250000,,,,,,,,2,,,,,,,,,,,,,1,2,3,3,2,2,,,3,3,3,,,1,1,,2,2,2,3,3,,,4,1,1,4,9,,4,,,,,,,,,,,,78,3,,,,4,1,1,2,,1,2,,,,,,,,1475,385835
,2,110,3,2015,553.6912943,0,0,0,0,0,12000,0,0,0,0,0,2,0,2,2,0,,,,,,1500,,,,,,2,2,2,2,1,1,2,2,2,1,99999998,2,2,4,5,2,,,,3,3,3,,2,,1,6,0,2,2,3,3,,,4,2,2,3,4,,4,99999998,1,1,1,2,2,2,2,,,,80,6,99999998,,,4,2,,2,,2,2,,,,,,,,42843.91667,78843.91667
,1,112,3,2015,512.0517211,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,2007,9,,,,,,2,,,,,,,,,,,,,1,2,4,3,2,2,,,3,4,3,,,1,3,,2,2,2,3,3,,99999998,4,1,1,4,10,1,4,,,,,,,,,1,,,90,2,7,,,4,1,,1,,2,2,,2,2,,,,,19314,19314
,1,118,3,2015,511.6363962,168000,0,0,0,0,0,0,4000,0,0,0,2,0,2,1,1,,,1998,9,,,,,,2,,,,,,,,,,,,,1,2,4,3,1,1,99999998,,3,4,3,1,,,2,,0,2,1,3,3,,99999998,3,,1,3,6,2,2,,,,,,,,,1,,,120,3,7,,,2,1,2,2,,1,2,,2,2,,,,,40153.5,212153.5
,1,119,3,2015,466.9408298,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,2,,,,,,,,,,,,,1,2,4,99999998,2,2,,,3,3,3,,,,1,,1,2,2,3,4,,,3,2,1,3,5,,4,,,,,,,,,,,,49,2,,,,4,3,,3,99999998,2,1,,,,2,1,1,2,32729,32729
,2,121,3,2015,828.5274822,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,1500000,1985,4,,,1,,,3,,2,2,2,99999998,1,1,2,2,2,2,2,1,2,3,2,2,,,2,3,4,4,,2,,2,5,2,2,2,4,3,,70000,1,2,2,4,9,2,4,2,2,2,2,2,2,1,2,1,,,110,2,6,,1,4,1,1,1,,1,2,,,,,,,,18376,117976
,2,122,3,2015,488.9895679,0,0,0,0,22248,0,0,0,0,6000,0,1,0,1,0,1,,99999998,1972,4,,,7,,,1,,2,2,1,2,2,2,2,2,2,2,2,1,2,4,3,2,,,2,3,3,3,,3,,2,1,1,2,2,3,3,,62000,1,2,1,3,7,2,2,2,1,2,1,2,2,2,2,1,,,90,2,4,,2,4,1,,2,4,2,1,,,,2,1,1,2,29067,63315
,2,123,3,2015,586.7997927,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,99999998,99999998,,,,,,,,2,2,2,99999998,2,2,2,2,99999998,99999998,99999998,2,2,4,99999999,2,,,2,99999999,3,99999998,,1,,2,99999998,0,2,2,99999998,3,,99999998,4,2,2,99999998,1,99999998,1,2,2,2,2,2,2,2,2,1,,,70,1,99999998,,2,2,1,,2,2,2,1,,,,2,1,1,2,30560,30560
,1,124,3,2015,615.6783405,84000,0,0,0,0,0,0,0,0,33600,0,2,0,2,1,1,,1500000,2014,5,,,1,,,,,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,,,2,3,4,3,,3,,2,2,0,2,1,3,3,,1150000,3,2,2,2,3,1,2,2,1,2,1,2,2,2,2,1,,,100,5,1,,1,4,1,1,1,,1,2,,,,,,,,40182.91667,157782.9167
,1,125,3,2015,572.4816785,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,,,2,2,1,2,,2,,,,,,,,,,,,99999998,2,,,,4,3,1,1,,1,2,,,,,,,,0,381589.6667
,1,127,3,2015,877.8250777,0,0,0,0,33600,0,0,0,0,0,0,1,0,1,0,1,,,,,,1285.1825,,,,,,,,,,,,,,,,,,,4,3,,,,,,1,1,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,2,2,,,,,,,,36137,69737
,1,129,3,2015,577.2559007,10680,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,99999998,1967,99999998,,,7,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,2,,,,1,,0,2,2,4,3,,10000,1,2,2,3,3,1,2,,,,,,,,,1,,,44,2,2,,,4,1,,2,2,2,1,,2,2,2,1,1,2,55422,66102
,1,130,3,2015,593.3699091,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,2,,,,,,,,21194.5,21194.5
,1,132,3,2015,507.7124894,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,1988,9,,,,,,1,,,,,,,,,,,,,1,2,99999998,3,2,2,,,3,4,4,,,,2,,0,2,2,99999998,3,,99999998,3,2,2,2,3,1,2,,,,,,,,,1,,,100,3,99999998,,,4,1,1,2,2,1,1,,2,2,2,1,1,2,29112,29112
,1,134,3,2015,3000,0,0,0,61200,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,3700,,,,,,,,,,,,,,,,,,2,2,2,1,2,,,3,2,2,,,,1,,0,2,2,3,2,,,3,,1,3,8,,2,,,,,,,,,,,,55,4,,,,4,2,1,3,,1,2,,,,,,,,0,129120
,2,135,3,2015,572.1675497,0,0,12000,0,0,0,0,0,0,45600,0,2,0,2,1,1,,99999998,,,,,,,,2,,2,2,2,2,1,2,2,2,2,2,2,1,2,4,2,2,,,2,3,3,3,,3,,2,5,1,2,1,4,3,,,3,2,1,2,4,,2,2,2,1,2,2,2,2,2,4,,,68,5,6,,1,4,1,,2,,2,2,,,,,,,,19374,76974
,1,136,3,2015,579.1298502,42000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,750,99999998,,,6,,,7,7,,50000,,,,,,,,,,,,2,2,4,4,2,,,,3,4,4,,,1,2,,0,2,1,4,4,4400,,1,1,1,,,,,,,,,,,,,2,1,,100,5,4,1968,,8,1,,2,1,2,1,,2,2,2,1,2,2,36944,78944
,1,137,3,2015,966.0324855,0,0,0,0,0,0,0,0,0,21600,0,2,0,2,1,1,,99999998,2000,11,,,1,,,1,,,,,,,,,,,,,1,1,2,2,2,2,,,3,4,4,,,2,2,,3,2,1,99999998,3,,1300000,3,1,2,5,18,2,4,,,,,,,,,1,,,120,5,8,,,4,1,2,1,1,1,1,,2,2,2,1,2,2,46620,107118
,1,139,3,2015,188.369725,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,1981,3,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,3,2,,,1,2,,0,2,2,2,3,,99999998,4,1,1,3,4,3,3,,,,,,,,,1,,,68,3,2,,,4,1,1,2,,1,2,,2,2,,,,,0,108000
,1,141,3,2015,572.1675497,0,0,0,0,38040,0,0,0,0,0,0,2,0,2,1,1,,,,,,265,,,,,,,,,,,,,,,,,,2,3,3,2,2,,,3,3,3,,,1,1,,0,2,2,3,2,,,4,1,1,3,4,,3,,,,,,,,,,,,54,2,,,,4,2,,3,,2,2,,,,,,,,32885,174278
,2,142,3,2015,542.3069233,18000,0,0,0,0,0,6000,0,0,0,0,2,0,2,1,1,2500,99999998,,,99999998,,,7,,1,99999998,2,2,1,2,2,1,2,2,1,2,1,1,2,4,3,2,,,1,1,5,4,,4,1,1,1,0,2,1,3,3,150,,3,1,1,,,,,2,1,2,1,2,1,1,2,2,1,,145,5,2,1954,2,8,1,,2,4,2,1,,,,1,1,1,2,57650,81650
,1,144,3,2015,572.7367991,96000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,99999998,99999998,,,1,,,2,,,,,,,,,,,,,1,2,4,3,2,2,,,3,4,4,,,,2,,1,2,2,3,3,,115000,,2,1,3,8,2,2,,,,,,,,,1,,,99999998,5,1,,,4,1,,2,99999998,2,1,,2,2,2,1,1,2,47046.5,143046.5
,1,147,3,2015,644.021657,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,1998,99999998,,,,,,,,,,,,,,,,,,,2,2,4,4,2,2,,,3,3,3,,,,1,,1,2,2,4,4,,99999998,,2,2,3,4,1,3,,,,,,,,,1,,,99999998,3,99999998,,,4,1,,2,2,2,1,,2,2,2,1,1,2,27899,27899
,1,149,3,2015,572.1675497,0,0,0,0,44640,0,0,0,0,0,0,2,0,2,1,1,,,1961,1,,,7,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,3,3,3,,,1,1,,0,2,2,3,3,,12500,1,1,2,4,4,3,2,,,,,,,,,1,,,67,5,3,,,4,1,,3,2,2,1,,2,2,1,1,1,2,44009,88649
,1,150,3,2015,1434.109586,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,4500,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,2,,,,1,3,3,,2,,1,1,1,2,2,2,4,,,3,2,2,4,6,,4,1,1,1,2,2,2,2,2,,,,67,3,99999998,,,4,2,,2,,2,2,,,,,,,,0,24000
,1,151,3,2015,654.9462877,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,99999998,1956,12,,,7,,,,,,,,,,,,,,,,2,2,99999998,5,2,2,,,3,3,3,,,,2,,0,2,2,3,3,,6400,3,2,2,1,2,2,2,,,,,,,,,1,,,94,4,3,,,4,1,,2,1,2,1,,2,2,2,1,2,2,118380,118380
,1,153,3,2015,572.7367991,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,99999998,99999998,,,,,,2,,,,,,,,,,,,,1,1,99999998,3,2,2,,,3,4,4,,,1,2,,1,2,2,3,3,,99999998,3,1,1,3,4,2,3,,,,,,,,,1,,,98,5,5,,,4,1,,2,4,2,1,,2,2,2,1,1,2,47506.5,249004.5
,2,155,3,2015,572.1675497,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,1952,99999998,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,99999998,2,99999998,99999999,2,,,1,3,3,3,,99999998,1,1,1,0,1,2,3,3,,99999998,4,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,,,70,2,2,,1,4,1,,2,4,2,1,,,,2,1,1,2,47267,47267
,1,156,3,2015,644.021657,120000,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1000,99999998,,,6,,,7,7,,150000,,,,,,,,,,,,2,1,1,99999998,2,,,,3,4,4,,,,1,,2,2,1,3,2,46000,,4,2,2,,,,,,,,,,,,,2,1,,115,5,5,1975,,8,1,2,2,1,1,1,,2,2,2,1,2,2,54264,198764
,1,157,3,2015,661.4506316,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,1989,99999998,,,2,,,1,,,,,,,,,,,,,1,2,2,2,2,2,,,3,4,4,,,,1,,0,2,2,3,3,,95000,3,2,1,2,3,1,2,,,,,,,,,1,,,100,3,4,,,4,1,1,2,,1,2,,2,2,,,,,4162.083333,244162.0833
,1,158,3,2015,469.3929434,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,1,99999998,,3,3,3,1,,1,1,,0,2,1,2,2,,,4,1,2,2,4,,2,,,,,,,,,,,,75,5,,,,2,3,1,2,,1,2,,,,,,,,0,240292
,1,159,3,2015,443.3644717,0,0,0,0,0,25000,0,0,0,0,0,5,3,2,1,1,,,,,,5500,,,,,,,,,,,,,,,,,,2,4,5,2,1,100,,3,4,4,1,,,2,,0,2,1,1,5,,,3,2,1,,,,,,,,,,,,,,,,120,5,,,,5,2,,2,,2,2,,,,,,,,5175.833333,118775.8333
,1,160,3,2015,542.3069233,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,5000,1000000,,,99999998,,,,1,1,500000,,,,,,,,,,,,1,2,2,1,2,,,,1,5,2,,,1,3,,0,1,1,2,2,99999998,,3,1,1,,,,,,,,,,,,,2,4,,180,3,4,1970,,8,1,2,2,,1,2,,2,2,,,,,54952,78010
,1,161,3,2015,651.1105896,0,0,0,0,0,0,0,0,0,36000,0,5,2,3,2,1,,,2001,11,,,,,,1,,,,,,,,,,,,,1,1,1,2,2,1,65,,3,5,5,2,,1,3,,0,2,2,3,3,,99999998,1,1,2,,,2,,,,,,,,,,1,,,210,5,8,,,5,1,2,1,2,1,1,4,2,2,2,1,2,2,3799.333333,446155.3333
,1,162,3,2015,489.1718053,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,1968,99999998,,,,,,1,,,,,,,,,,,,,1,2,4,2,2,2,,,3,4,4,,,,2,,1,2,2,99999998,3,,99999998,3,2,1,2,3,2,2,,,,,,,,,1,,,98,3,4,,,4,1,1,2,,1,2,,2,2,,,,,44446.5,274902.5
,1,164,3,2015,407.718144,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,2000,99999998,,,2,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,4,1,,,3,2,,1,2,2,3,3,,185000,3,1,1,4,5,1,4,,,,,,,,,1,,,145,3,4,,,4,1,1,2,4,1,1,3,2,2,2,1,1,2,17790,17790
,2,165,3,2015,785.5125729,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,1,1,2,2,4,5,2,,,2,3,3,3,,99999998,,2,99999998,0,1,2,4,5,,,4,2,2,1,2,,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,3,,,70,1,99999998,,2,4,1,,3,,2,2,,,,,,,,24643,24643
,2,166,3,2015,710.8821566,94560,0,0,0,0,0,0,0,0,34800,0,2,0,2,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,2,1,3,2,,2,,2,1,1,2,2,3,3,,,1,2,2,3,6,,1,2,1,1,1,2,1,1,2,3,,,82,5,4,,1,4,1,,3,1,2,1,,,,2,1,2,2,51070,180430
,1,167,3,2015,1716.502649,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,,,99999998,,,,,1,99999999,,,,,,,,,,,,1,1,1,1,1,1,99999998,,1,5,5,2,,,3,,0,1,2,3,3,99999999,,4,,1,,,,,,,,,,,,,2,1,,500,5,6,1989,,5,1,2,1,3,1,1,,2,2,2,1,2,2,51447,51447
,1,168,3,2015,572.1675497,0,0,50000,0,0,0,0,0,0,360000,0,2,0,2,1,1,,,2008,8,,,,,,1,,,,,,,,,,,,,1,1,4,4,2,2,,,3,4,4,,,1,2,,2,2,1,3,3,,99999998,4,1,1,4,12,2,4,,,,,,,,,1,,,140,3,9,,,4,1,2,1,2,1,1,,2,2,2,1,2,2,36286.66667,446286.6667
,2,169,3,2015,571.0214381,6000,0,0,0,21600,0,0,0,0,0,0,1,0,1,0,1,,99999998,1968,7,,,,,,,,1,2,99999998,1,2,1,2,2,1,2,2,2,2,4,3,2,,,2,3,3,3,,2,,2,4,0,2,2,3,5,,99999998,1,2,2,3,4,3,4,2,1,2,2,2,2,2,2,1,,,63,1,4,,1,4,1,,2,99999998,2,1,,,,1,1,1,2,33220,60820
,2,170,3,2015,642.7457562,64200,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,2,,2,2,2,2,2,2,2,2,2,2,99999998,1,2,2,2,2,,,,3,4,3,,2,1,3,99999998,1,2,2,3,3,,,,1,1,3,4,,3,2,1,2,2,2,2,1,2,,,,99999998,5,99999998,,,4,7,,2,,2,2,,,,,,,,39519.5,103719.5
,1,171,3,2015,485.7297879,0,0,0,0,0,0,0,0,0,120000,0,2,0,2,1,1,,,2010,7,,,1,,,2,,,,,,,,,,,,,1,2,2,2,2,2,,,3,5,5,,,1,2,,1,2,2,3,3,,1600000,3,1,2,4,7,1,4,,,,,,,,,1,,,134,5,7,,,4,1,2,2,1,1,1,,2,2,2,1,2,2,54763,330763
,1,172,3,2015,436.2410437,82800,0,0,0,0,0,100,0,0,21600,0,2,0,2,1,1,,,1974,8,,,7,,,1,,,,,,,,,,,,,1,2,3,2,2,2,,,3,5,4,,,,2,,1,2,1,99999998,3,,85000,1,2,2,3,5,2,3,,,,,,,,,1,,,120,5,4,,,4,1,1,1,1,1,1,3,2,2,2,1,2,2,54952,159452
,2,174,3,2015,662.6560469,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,2002,2,,,2,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,,,1,3,3,3,,2,2,1,6,0,2,2,3,4,,120000,4,1,1,2,3,1,2,2,1,2,1,2,2,2,2,1,,,70,3,5,,1,4,1,,2,,2,2,,,,,,,,41040,89040
,1,176,3,2015,617.9243036,0,0,0,0,0,0,0,0,0,96000,0,3,0,3,2,1,,99999998,2000,3,,,,,,1,,,,,,,,,,,,,1,1,2,2,2,2,,,3,5,5,,,2,3,,3,2,1,3,3,,99999998,3,1,1,5,17,2,4,,,,,,,,,1,,,130,5,7,,,4,1,2,1,,1,2,,2,2,,,,,0,1260000
,1,177,3,2015,485.7297879,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,1999,7,,,,,,1,,,,,,,,,,,,,1,2,4,4,2,2,,,3,4,4,,,1,2,,2,2,2,4,4,,99999998,3,1,2,4,12,2,4,,,,,,,,,1,,,104,3,7,,,4,1,,1,,2,2,,2,2,,,,,46668,46668
,1,178,3,2015,822.1380097,60000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,2000,8,,,,,,1,,,,,,,,,,,,,1,2,4,4,2,2,,,3,3,3,,,,2,,1,2,2,2,3,,99999998,3,2,1,3,4,1,4,,,,,,,,,1,,,80,3,4,,,4,1,,2,4,2,1,,2,2,2,2,1,2,34356,94356
,1,179,3,2015,854.6715348,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,3,2,,,,1,,0,2,2,3,3,,,,2,2,99999998,99999998,,2,,,,,,,,,,,,99999998,3,,,,4,1,,3,,2,2,,,,,,,,42642,42642
,1,180,3,2015,407.718144,33600,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,1986,7,,,2,,,,,,,,,,,,,,,,2,2,3,5,2,2,,,3,4,1,,,,2,,0,2,2,2,3,,75000,3,2,2,3,3,1,2,,,,,,,,,1,,,140,4,5,,,4,1,1,2,,1,2,,2,2,,,,,48840,82440
,1,181,3,2015,501.2757379,26400,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,99999998,2000,5,,,,,,2,,,,,,,,,,,,,1,2,3,3,2,2,,,3,4,2,,,1,2,,1,2,2,3,3,,99999998,99999998,1,2,2,4,1,2,,,,,,,,,1,,,90,1,7,,,4,1,,2,,2,2,,2,2,,,,,38640,65040
