Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,MisparKoma1,m_SetachMigrashBayitprati,M_ShuviDira,MbNifkadGalKodem,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,BaayaRech1,BaayaHaznacha1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1
92,,5,2017,537.1269754,0,0,0,0,0,0,0,0,0,0,12000,59871,71871,2,0,2,1,1,,,1700000,1,1,2,2,1,1,2,1,1,2,2,3,3,3,,,1,,,,4,6,9,5,2,,107,1,4,2,1,2,2,1,2,1,1,2,1,1,,,,1,3,5,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,10,1,2,2016,11,1460000,1,,,,,,,,2,2,
94,,5,2017,577.3899646,0,0,0,0,0,0,0,0,49851.6,0,117038,67914,234803.6,2,0,2,1,1,,,99999998,1,1,1,2,1,1,2,2,,3,3,2,4,2,1,,1,,2,2,4,1,3,2,2,,100,4,3,2,2,2,2,2,1,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,2,1960,3,16000,7,,,,,,,,,,
95,,5,2017,633.4988275,0,0,0,11400,0,0,0,0,0,0,165600,29112,206112,2,0,2,1,1,5,,2200000,1,1,4,2,1,1,2,2,,5,3,2,2,2,1,,1,,2,2,4,4,28,5,2,,125,3,5,3,1,1,2,1,2,1,1,3,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,10,1,1,2014,10,1640000,1,,,,,,,,,,
96,,5,2017,558.5138523,0,0,0,0,0,0,0,0,0,0,24000,26838,50838,1,0,1,0,1,,,99999998,1,1,2,2,1,1,2,2,,1,99999998,99999998,4,3,1,,1,,2,2,4,2,3,3,2,,72,3,3,3,2,2,2,2,2,2,,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,2,1,4,1954,99999998,2014,7,,,,,,,,,,
99,,5,2017,842.8422226,0,0,0,0,0,72000,0,0,0,0,0,44814.83333,284453.8333,5,3,2,1,1,,,,2,2,,,,,,1,2,5,1,5,4,3,,,2,6000,,,8,,,,2,,100,3,4,4,1,2,1,1,1,2,,0,1,1,,,,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,
100,,5,2017,510.149198,0,0,0,54000,0,0,0,0,0,0,38400,70790,163190,1,0,1,0,1,,,,1,2,,,,,,2,,3,3,3,2,2,,1,2,8200,,,4,99999998,8,5,2,,45,4,2,1,2,2,2,2,1,2,,6,1,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,5,2017,773.8802903,0,0,0,0,0,0,0,0,3400,0,96000,55128,154528,2,0,2,1,1,5,,1800000,1,2,,,,,,1,1,3,3,3,4,3,1,,1,,2,2,4,2,7,3,2,,105,4,5,2,2,1,2,2,2,2,,1,1,1,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,5,1,2,1991,99999998,905000,1,,,,,,,,,,3
103,,5,2017,738.6381907,0,0,0,0,0,0,0,0,0,0,0,0,408000,1,0,1,1,0,,,99999998,1,2,,,,,,1,1,5,3,3,2,1,1,,1,,2,2,4,2,3,2,2,,80,3,3,3,1,2,2,2,2,1,1,1,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,1998,4,450000,1,,,,,,,,,,
104,,5,2017,783.4496414,0,0,0,0,0,0,0,0,0,0,70617,103548,174165,3,1,2,1,1,,,99999998,1,2,,,,,,1,1,4,3,3,4,3,1,,1,,2,2,3,1,3,3,2,,80,3,3,3,1,2,2,1,1,1,1,0,1,1,1,1,99999998,2,3,,,,,,,,,,,,,,,,,,,,,,2,1,1,1972,1,99999998,,,,,,,,,,,
105,,5,2017,742.7530714,0,0,0,0,0,0,0,0,0,0,62998,47865,140863,2,0,2,1,1,,,1500000,1,2,,,,,,1,1,4,3,3,3,3,1,,1,,2,2,4,4,4,3,2,,74,4,3,2,2,2,2,2,2,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,2,1972,8,1115000,1,,,,,,,,,,3
106,,5,2017,1047.679119,0,0,0,0,0,0,0,0,0,0,0,0,390000,2,0,2,1,1,,,1500000,1,2,,,,,,2,,5,99999998,3,1,2,1,,1,,2,2,4,4,7,4,2,,90,4,5,4,1,2,2,2,1,2,,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,2,1976,1,99999999,,,,,,,,,,,
107,,5,2017,858.7718432,0,0,0,31500,0,0,0,0,0,0,26400,85684,143584,1,0,1,0,1,2,,,1,1,2,1,1,2,2,2,,6,99999998,3,1,2,,1,2,6200,,,4,99999998,6,5,2,,52,2,2,2,2,2,2,2,1,99999998,,2,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,5,2017,558.5138523,0,0,0,0,0,0,0,0,0,0,0,40296,40296,1,0,1,0,1,,500,99999998,1,1,99999998,2,1,2,2,1,1,5,3,3,4,4,1,,1,,2,2,7,,,,2,,210,4,5,5,2,2,2,2,2,1,1,0,1,2,,,,2,1,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
109,,5,2017,1089.487553,0,0,0,0,0,0,0,0,0,0,0,30561.5,362961.5,4,2,2,1,1,,,,1,2,,,,,,1,2,4,3,3,4,5,,,2,5000,,,3,4,7,4,2,,100,4,4,3,2,2,2,2,2,1,1,2,1,1,,,,1,3,6,3,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
113,,5,2017,341.3076279,0,0,0,0,0,0,0,0,14955.48,0,33600,32112,80667.48,2,0,2,1,1,,500,99999998,1,2,,,,,,2,,3,3,3,99999998,3,1,,1,,2,2,8,,,,2,,110,4,4,2,2,2,2,2,2,1,2,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,99999998,99999998,1,99999998,,99999998,,,,
116,,5,2017,557.1303393,0,0,0,0,0,0,0,0,48000,0,0,34440,82440,1,0,1,0,1,,,99999998,1,1,4,2,1,1,2,2,,3,3,3,3,3,1,,1,,2,2,4,2,3,2,2,,100,3,4,4,1,2,2,2,1,2,,2,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,1978,99999998,80000,2,,,,,,,,,,
118,,5,2017,592.4375406,0,0,0,0,0,0,0,0,0,0,99648,55128,154776,2,0,2,1,1,,,1700000,1,2,,,,,,1,2,4,3,3,3,3,1,,1,,2,2,2,2,6,3,1,,120,3,4,3,1,2,2,1,2,1,2,0,,,1,1,99999998,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,1998,9,99999998,,,,,,,,,,,
119,,5,2017,572.7644491,0,0,0,0,0,0,0,0,0,0,13174,34248,47422,1,0,1,0,1,,,99999998,1,1,4,2,2,1,2,2,,1,3,3,4,4,1,,1,,2,2,4,4,4,3,2,,99999998,,3,3,1,2,2,2,1,2,,1,2,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,99999998,99999998,99999998,,,,,,,,,,,
124,,5,2017,577.3899646,0,0,0,33600,0,0,0,0,0,0,27074,85727.5,146401.5,2,0,2,1,1,,,1700000,1,2,,,,,,1,1,5,3,3,3,2,1,,1,,2,2,4,2,3,2,2,,100,3,4,3,2,2,2,1,2,2,,0,2,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,2014,5,1150000,1,,,,,,,,,,
125,,5,2017,727.1337806,0,0,0,0,0,0,0,0,0,0,0,0,401365,1,0,1,1,0,,,1000000,1,2,,,,,,1,1,2,2,4,3,3,1,,1,,2,2,4,2,2,1,2,,65,4,3,3,2,2,2,1,1,2,,0,2,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,3
129,,5,2017,667.778743,0,0,0,0,0,0,0,0,0,0,39600,29112,68712,1,0,1,1,0,,,99999998,1,1,4,2,1,1,2,2,,2,3,5,4,3,1,,1,,2,2,4,2,3,3,2,,44,1,3,2,2,2,2,2,1,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,2,1,1,1967,99999998,10000,7,,,,,,,,,,
130,,5,2017,559.3231895,0,0,0,0,0,0,0,0,0,0,66587,51261,117848,2,0,2,1,1,,,99999998,1,2,,,,,,2,,2,3,3,4,3,1,,1,,2,2,4,2,4,4,2,,102,3,4,4,2,2,2,2,2,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,2,1970,4,99999998,,,,,,,,,,,
135,,5,2017,556.8411028,0,0,0,63000,0,0,0,0,0,0,0,33832,96832,1,0,1,0,1,,,99999998,1,1,1,2,1,2,2,2,,5,3,3,99999998,3,1,,1,,2,2,4,2,4,2,2,,68,3,3,3,1,2,2,1,2,1,2,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,
136,,5,2017,700.5511654,0,0,2492.58,0,0,0,0,0,0,0,56400,37105,95997.58,1,0,1,0,1,,750,99999998,1,1,4,2,1,1,2,2,,5,99999998,4,4,4,1,,1,,2,2,8,,,,2,,100,1,4,4,1,2,2,1,2,2,,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,1968,6,1,4400,7,50000,7,,,
137,,5,2017,961.433732,0,0,0,0,0,0,0,0,0,0,111775,53404,202688,2,0,2,1,1,,,99999999,1,1,1,2,1,2,2,1,2,4,3,3,2,2,1,,1,,2,2,4,4,18,5,2,,120,3,4,4,2,1,2,1,2,1,1,3,1,2,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,8,1,2,2000,11,1300000,1,,,,,,,,,,
138,,5,2017,2710.050872,0,0,0,0,0,0,0,0,0,0,0,23973,23973,1,0,1,0,1,,,2000000,1,1,2,2,1,2,2,2,,1,3,3,4,3,1,,1,,2,2,4,3,6,3,2,,110,4,4,4,1,2,2,2,2,1,2,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,1988,1,99999998,,,,,,,,,,,3
139,,5,2017,264.3582833,0,0,0,0,0,0,0,0,0,0,0,0,165000,2,0,2,1,1,,,,2,2,,,,,,1,1,3,3,3,4,4,,,1,,,,4,3,5,3,2,,66,3,3,3,1,2,2,2,2,2,,0,1,1,,,,2,3,2,3,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,3,,,,,,,,,,,,,2,1,
142,,5,2017,860.4993254,0,0,0,0,0,0,0,0,0,0,90000,28914,118914,3,0,3,1,2,,2500,99999998,1,1,4,2,1,1,2,2,,3,3,3,2,2,1,,1,,2,2,8,,,,2,,145,3,5,4,1,2,2,1,1,1,1,0,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,1954,99999998,1,150,7,99999998,,,,
144,,5,2017,558.5138523,0,0,0,0,0,0,0,0,0,0,109983,49206,159189,1,0,1,0,1,,,99999998,1,1,4,2,1,1,2,2,,5,3,3,3,3,1,,1,,2,2,4,2,8,3,2,,99999998,,4,4,1,2,2,2,2,1,2,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,1,1,2,99999998,99999998,115000,1,,,,,,,,,,
147,,5,2017,640.9558109,0,0,0,0,0,0,0,0,0,0,78000,59408,137408,2,0,2,1,1,,,99999998,1,1,4,2,2,1,2,2,,2,3,3,3,3,1,,1,,2,2,4,3,4,3,2,,99999998,,3,3,2,2,2,2,1,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,1998,99999998,99999998,,,,,,,,,,,
149,,5,2017,634.355338,0,0,0,0,0,0,0,0,0,0,45600,127010,172610,2,0,2,1,1,,,1000000,1,1,4,2,1,1,2,2,,5,3,3,99999998,2,1,,1,,2,2,4,2,4,4,2,,67,1,3,3,2,2,2,2,1,2,,0,1,1,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,3,1,3,1961,1,12500,7,,,,,,,,,,99999998
150,,5,2017,1044.423602,0,0,0,0,0,0,0,0,0,0,0,0,106514,1,0,1,1,0,,,,1,2,,,,,,1,2,3,3,4,4,3,,,1,,,,1,1,6,4,2,,300,4,3,3,1,2,2,2,2,2,,1,1,1,,,,2,2,6,3,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,4,3,,,,,,,,,,,,,2,2,
151,,5,2017,769.264083,0,0,0,48000,0,0,0,0,0,0,66923,86288,201211,3,0,3,1,2,,,99999998,1,2,,,,,,2,,5,3,3,2,2,1,,1,,2,2,4,2,2,1,2,,94,3,3,3,2,2,2,2,2,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,2,1956,12,6400,7,,,,,,,,,,
155,,5,2017,556.8411028,0,0,0,0,0,0,0,0,0,0,0,27969,27969,1,0,1,0,1,,,99999998,2,1,4,2,1,1,1,2,,99999998,99999998,3,1,1,,,1,,,,6,,,,1,,99999998,,3,3,1,99999998,99999998,2,1,1,1,0,,,1,2,99999998,2,2,99999998,2,2,2,1,2,2,99999998,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1952,11,99999998,,,,,,,,,1,1,
156,,5,2017,640.9558109,0,0,0,0,0,0,0,0,0,0,26400,63948,90348,2,0,2,1,1,,1000,99999998,1,1,4,2,1,1,2,1,1,5,99999998,3,3,4,1,,1,,2,2,8,,,,2,,115,4,4,4,2,1,2,1,1,2,,2,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,1975,6,1,46000,7,150000,7,,,
157,,5,2017,583.2508443,0,0,0,0,0,0,0,0,0,0,157127,57876,320063,2,0,2,1,1,,,2000000,1,2,,,,,,1,1,2,3,3,4,3,1,,1,,2,2,4,2,3,2,2,,100,3,4,4,1,2,2,2,1,1,1,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,1,1989,99999998,95000,2,,,,,,,,,,
158,,5,2017,510.8416473,0,0,0,0,0,0,0,0,0,0,0,0,292956,2,0,2,1,1,,,,1,2,,,,,,1,1,4,3,2,2,2,,,3,,,,2,2,4,2,2,,75,4,3,3,2,2,2,1,1,2,,0,1,1,1,1,99999998,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,5,2017,486.3488032,0,0,0,0,0,2000,0,0,0,0,0,23228.83333,169228.8333,6,4,2,1,1,,,,1,2,,,,,,1,1,4,1,5,4,5,,1,2,5500,,,5,,,,2,,120,3,4,4,1,2,2,1,2,,,0,2,,1,1,100,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,5,2017,758.3125144,0,0,0,0,0,0,0,0,0,0,0,4056,364056,5,2,3,2,1,,,3500000,2,2,,,,,,1,1,5,3,3,2,2,,,1,,,,5,,,,1,,211,1,5,4,1,1,2,2,3,1,1,0,,,1,1,99999998,1,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,1,2,2001,12,1600000,1,,,,,,,,2,2,
162,,5,2017,577.9177227,0,0,0,0,0,0,0,0,0,0,85957,50858,136815,2,0,2,1,1,,,2200000,1,2,,,,,,1,1,3,3,3,4,3,1,,1,,2,2,4,2,3,2,2,,98,3,4,4,1,2,2,2,2,1,1,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,2,1968,99999998,99999998,,,,,,,,,,,3
163,,5,2017,655.3159028,0,0,0,0,0,0,0,0,0,0,61200,41340,154762.5,2,0,2,1,1,,,3000000,1,2,,,,,,1,1,5,3,3,3,3,1,,1,,2,2,5,,,,2,,74,3,4,2,1,2,2,1,2,1,2,0,1,1,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2,1,4,99999998,99999998,99999998,,,,,,,,,,,3
164,,5,2017,474.6992571,0,0,0,0,0,0,0,0,0,0,0,136172,136172,2,0,2,1,1,,,1800000,1,1,4,2,1,1,2,2,,2,3,4,4,3,1,,1,,2,2,4,4,5,4,2,,145,3,4,1,1,2,2,2,2,2,,1,1,3,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,1,2000,99999998,185000,2,,,,,,,,,,
165,,5,2017,857.6832332,0,0,0,0,0,0,0,0,0,0,0,31632,43632,2,0,2,0,2,,,400000,2,2,,,,,,2,,99999998,5,3,4,5,,,1,,,,4,2,2,3,2,,70,4,3,3,2,2,2,2,1,2,,0,2,,,,,2,3,99999998,2,99999998,99999998,99999998,99999998,99999998,2,99999998,99999998,2,2,2,1,2,99999998,2,1,1,1,2,99999998,1,3,99999998,99999998,99999998,,,,,,,,,1,2,
166,,5,2017,773.8802903,0,0,0,28800,0,0,0,0,0,0,130661,51360,210821,2,0,2,1,1,,,2000000,1,2,,,,,,2,,5,3,3,3,3,1,,1,,2,2,4,1,6,3,2,,86,3,3,3,2,2,2,2,2,2,,1,2,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,
167,,5,2017,1903.065952,0,0,0,0,0,0,0,0,0,0,18000,51688,69688,2,0,2,1,1,,,99999998,1,1,3,2,1,2,2,1,2,5,3,2,1,1,1,,1,,2,2,5,,,,1,,500,4,5,5,1,1,1,2,3,1,1,0,,,1,2,99999998,1,1,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,1989,99999998,1,99999999,,99999999,,,,
168,,5,2017,634.355338,0,0,0,0,0,0,0,0,0,0,35746,54258,90004,2,0,2,1,1,,,99999998,1,1,2,2,1,2,2,1,2,3,3,3,2,2,1,,1,,2,2,4,4,12,4,2,,140,4,4,4,1,1,2,1,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,9,1,2,2008,8,99999998,,,,,,,,,,,
170,,5,2017,557.1303393,0,0,0,0,0,0,0,0,0,0,54264,41340,95604,1,0,1,0,1,,,,1,2,,,,,,2,,5,3,3,2,2,,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,5,2017,537.1269754,0,0,0,120000,0,0,0,0,0,0,0,57214,195214,2,0,2,1,1,,,1800000,1,1,1,2,1,2,2,1,2,4,3,4,4,3,1,,1,,2,2,4,4,7,4,2,,134,3,5,5,2,2,2,2,2,1,2,1,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,1,2010,7,1600000,1,,,,,,,,,,
172,,5,2017,397.9784089,8000,0,0,21000,0,0,0,0,0,0,211183,55128,295311,2,0,2,1,1,,,1800000,1,1,1,2,1,2,2,1,1,5,3,3,1,2,1,,1,,2,2,4,3,5,3,2,,120,1,5,4,2,2,2,1,2,1,1,1,2,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,4,1,2,1974,8,85000,7,,,,,,,,,,
174,,5,2017,394.1373289,0,0,0,0,0,0,0,0,0,0,0,49398,99798,2,0,2,1,1,,,1200000,1,2,,,,,,2,,2,3,3,4,3,1,,1,,2,2,4,2,3,2,2,,70,4,3,3,1,2,2,2,1,2,,0,1,2,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,1,2002,2,120000,2,,,,,,,,,,3
175,,5,2017,510.149198,0,0,0,0,0,0,0,0,0,0,0,19404,19404,1,0,1,0,1,,,,1,1,4,2,1,1,2,2,,1,3,3,3,3,,1,2,9000,,,4,99999998,7,5,2,,99999998,,3,2,2,2,2,2,1,2,,4,2,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,5,2017,635.1481309,0,0,0,108000,0,0,0,0,0,0,240000,33306,598306,2,0,2,1,1,,,99999998,1,2,,,,,,1,1,5,3,3,2,2,1,,1,,2,2,4,4,17,5,2,,130,3,5,5,1,1,2,1,3,1,1,3,1,2,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,2000,3,99999998,,,,,,,,,,,
177,,5,2017,537.1269754,0,0,0,0,0,0,0,0,0,0,0,46823,46823,2,0,2,1,1,,,99999998,1,1,2,2,2,1,2,2,,3,4,4,4,4,1,,1,,2,2,4,4,12,4,2,,104,3,4,4,2,2,2,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,1999,7,99999998,,,,,,,,,,,
178,,5,2017,660.9070168,0,0,0,0,0,0,0,0,0,0,15320,34416,49736,1,0,1,0,1,,,99999998,1,1,4,2,1,1,2,2,,99999998,3,4,4,4,1,,1,,2,2,4,4,4,3,2,,80,3,3,3,1,2,2,2,2,1,1,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,1,2000,8,99999998,,,,,,,,,,,
179,,5,2017,520.7435966,0,0,0,0,0,0,0,0,0,0,31119,44567.25,140486.25,5,2,3,0,3,,,1000000,1,2,,,,,,1,2,5,2,2,2,2,1,,1,,2,2,4,2,4,4,2,,99999998,,4,4,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,99999998,3,,,,,,,,,,,,,,,
180,,5,2017,474.6992571,0,0,0,0,0,0,0,0,0,0,207600,58790,266390,2,0,2,1,1,,,2500000,1,1,1,2,1,2,2,1,1,3,2,2,4,3,1,,1,,1,1,4,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1986,7,75000,2,,,,,,,,,,1
181,,5,2017,686.2455661,0,0,0,0,0,0,0,0,0,0,27600,38884,66484,1,0,1,0,1,,,99999998,1,2,,,,,,2,,2,3,3,99999998,3,1,,1,,2,2,4,2,4,2,2,,90,99999998,4,2,2,2,2,2,2,1,2,1,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,1,2000,5,99999998,,,,,,,,,,,
182,,5,2017,624.2358584,0,0,0,49200,0,0,0,0,0,0,78338,79615,207153,2,0,2,1,1,1,625,2000000,1,2,,,,,,1,1,4,3,3,4,2,1,,1,,2,2,8,,,,1,,300,3,5,3,2,1,1,1,4,2,,0,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,4,1981,9,2100000,1,,,,,,,,,,
185,,5,2017,744.0963251,0,0,0,0,0,0,0,0,0,0,102208,68892,358900,2,0,2,1,1,,,,1,2,,,,,,1,1,5,3,3,3,2,,2,6,,,,6,,,,2,,120,4,5,5,1,2,1,2,2,2,,0,1,2,1,2,20,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,5,2017,712.0488972,0,0,0,0,0,0,0,0,0,0,178704,49613.5,282317.5,2,0,2,1,1,,,99999998,1,2,,,,,,1,2,4,3,4,2,2,1,,1,,2,2,4,2,5,3,2,,140,3,5,4,1,2,2,2,2,1,2,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,2,1986,9,99999998,,,,,,,,,,,
187,,5,2017,508.178931,0,0,0,0,0,0,0,0,0,0,0,3645,53949.90972,1,0,1,1,0,,,700000,1,2,,,,,,1,1,4,2,1,1,2,1,,1,,2,2,4,4,7,4,1,,96,3,3,3,1,1,1,1,2,2,,0,,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,
190,,5,2017,508.6213007,0,0,0,0,0,0,0,0,0,0,0,37179,37179,1,0,1,0,1,,,99999998,1,1,1,2,1,2,2,2,,3,4,3,4,3,1,,1,,2,2,4,2,7,3,2,,99999998,,4,4,1,1,2,2,2,2,,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,1,1987,99999998,99999998,,,,,,,,,,,
191,,5,2017,522.211818,0,0,0,0,0,0,0,0,0,0,96000,43668,139668,1,0,1,1,0,,,,1,1,2,2,1,2,2,2,,4,3,3,4,3,,1,2,6000,,,4,2,3,2,2,,90,4,4,2,2,2,2,2,2,2,,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,5,2017,907.3591135,0,0,0,48000,0,0,0,70000,0,0,0,16800,752800,2,0,2,1,1,,2000,99999998,1,1,1,2,1,2,2,1,2,5,4,3,4,3,,,1,,,,8,,,,2,,194,3,5,5,1,1,1,1,3,1,1,0,2,,,,,2,3,,,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,6,3,,,,,,,,,,,,,2,2,
194,,5,2017,320.9099499,0,0,0,0,0,0,0,0,0,0,0,0,86400,2,0,2,2,0,,,750000,1,2,,,,,,2,,6,2,2,2,2,1,,,,2,2,8,,,,2,,48,4,2,1,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,5,2017,1141.884114,0,0,0,0,0,0,0,0,13200,0,69600,52703,213703,2,0,2,1,1,,,,1,2,,,,,,2,,4,2,3,3,5,,1,2,3000,,,8,,,,2,,99999999,,2,2,2,2,2,2,0,2,,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,5,2017,558.5138523,0,0,0,0,0,0,0,0,0,0,37200,68015,105215,1,0,1,0,1,,,99999998,1,2,,,,,,1,1,4,4,3,3,3,,2,1,,,,4,4,8,4,2,,78,4,3,2,1,2,2,2,1,1,2,1,2,,2,,,2,3,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99999998,1,1,2014,11,99999998,,,,,,,,,2,2,
198,,5,2017,559.3231895,0,0,0,0,0,0,0,0,0,0,207736,57876,388012,2,0,2,1,1,,680,1600000,1,1,1,2,1,2,2,1,1,5,3,3,3,2,1,,1,,2,2,8,,,,2,,140,3,5,5,1,2,2,2,2,1,2,0,1,2,,,,2,1,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,1988,10,1,16000,2,100000,2,,,
