Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,zkifa_PensiaLemb,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,AimShinuiKtovet,KesefHutzAcher,MeshivHitnahalut,m_SetachMigrashBayitprati,SugMatbeaHutzAcher,HaskaPikdon1,HaskaChisachon1,HaskaNeemanut1,HaskaLoNeemanut1,SchumHalvaaLoDiyur1,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,M_ShuviDira,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,meshiv_hacnasot,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,Meshiv_Nechasim,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MisparKoma1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,DiraNosefet121,DiraNosefetP121,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,KarkaChaklaitSetach1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,GodelKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,KniyaAtiditDira1,MechiraDiraNKama1,MechiraDiraNosefet1,ShuviDirotLoMegurim1,GemelVPizuyimMB1,BituachMenahalimMb1,kPensiaMB1,PikdonotMB1,TChisachonMB1,kHishMB1,kNeemanutMB1,Cluster2015,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,CheshbonChasum1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1,PniyaBank1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,SugCheshbon1,m_SchumHalvaaDiyur1,M_ChodashimMinus1,M_PeamimPniyaBank1,M_ChodashimCheshbonChasum1,m_KesefMB1,OmdanShuviDira
48,,6,2018,1225.595525,0,0,0,30000,0,0,0,0,0,0,0,0,156000,0,1,0,1,1,0,1,,2,,,,,,,,2,2,15000,1,,,,,,2,,,,,,1,1,5,2,3,3,4,3,2,,1,2,3200,,,8,,,,,2,,40,4,2,1,2,2,2,2,1,1,2,0,2,,,,,2,3,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,900000,1,2,1,2,2,1,2,9,2,2,1,,,,,,,,,,,1,,,1,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,
49,,6,2018,778.6297686,0,0,0,0,0,0,0,0,0,0,157089,29196,186285,1,2,0,2,1,1,1,,2,,,,,,1000000,,2,2,99999998,2,99999998,,,,,1,1,2,1,2,2,2,,5,2,3,3,2,2,2,1,,1,,2,2,4,,2,4,2,2,,97,3,4,4,1,2,1,1,2,1,1,1,1,1,2,,,1,3,4,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,1,1,2004,8,235000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,2,99999998,99999998,2,2,8,,,,,,,,,,,,,,,,,2,1,,,1,2,,,,,7,2018,5,,,,,,,1,0,,,,5,2303703.547
51,,6,2018,739.5924559,0,0,0,0,0,0,0,0,0,0,405857,23030,428887,1,2,0,2,1,1,1,,2,,,,,,1250000,,2,2,30000,1,2500000,,,1,,2,,,,,,1,1,4,1,3,3,1,2,2,1,,1,,2,2,2,,2,5,3,1,,150,1,5,5,1,2,2,1,3,1,2,1,,,1,1,16,1,1,8,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,6,1,1,1999,5,390000,2,,,,,,,,,,,,,2,2,1,0.3,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,2,2,8,1,2,2,,,,,,,,,,,,,,2,1,,,1,2,,,,,6,2018,19,,,,,,,1,0,,,,5,3327946.652
52,,6,2018,463.5529857,0,0,0,0,0,0,0,0,0,0,192000,900,192900,0,2,1,1,0,1,1,,2,,,,99999999,,,,2,2,20000,1,4000000,,,,,2,,,,,,1,1,4,2,3,3,3,3,2,1,,1,,2,2,5,,,,,2,,160,3,5,4,1,1,2,1,3,1,1,0,1,1,1,1,150,1,3,6,3,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,8,1,2,2003,3,1250000,1,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,1,1,2,8,2,2,1,2,,,,,,,,,,,,,2,,,,1,1,2,0,,,0,,,,,,,,,1,0,12,,,1,4064824.239
54,,6,2018,620.3674516,0,0,0,0,0,0,0,0,0,0,48000,23011,71011,0,1,0,1,0,1,1,,1,,,,,,,,2,2,10000,1,4500000,,,,,2,,,,,,2,,5,1,3,3,3,3,1,1,,1,,2,2,5,,,,,2,,132,3,4,2,1,2,2,2,2,2,,0,1,1,1,1,20,2,3,5,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1961,8,11000,7,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,8,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,4,4083122.004
55,,6,2018,927.0486388,0,0,0,0,0,0,0,0,0,0,298140,32844,330984,1,2,0,2,1,1,1,,2,,,99999999,,,,,2,2,99999998,1,,,,,,1,1,2,1,2,2,2,,1,2,3,3,2,2,2,,1,2,9000,,,4,,8,15,5,2,,70,2,3,3,2,2,2,2,2,,,3,2,,2,,,2,2,4,2,1,1,1,1,2,,1,1,,1,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,1,2,2,2,7,2,2,2,,,,,,,,,,,,,,2,,,,1,2,,,,,0,,,,,,0,,,1,0,,,,4,
59,,6,2018,719.0836837,0,0,0,0,0,0,0,0,0,0,128025,112568,476072,1,2,0,2,1,1,1,,1,,,99999998,,,,,2,2,99999998,1,99999998,10,,20,,2,,,,,,1,2,3,1,3,3,3,2,1,1,,1,,2,2,4,,3,8,4,2,,95,3,3,3,2,2,2,2,2,2,,1,2,,2,,,2,3,1,2,2,2,1,1,2,,1,2,2,1,2,2,2,2,2,2,1,4,1,2,1969,99999998,60000,7,,,,,,,,,,,1,1,2,2,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,1,2,8,2,2,1,,,,,,,,,,,,,,2,,,,1,2,,,,,0,,,,,,0,,,1,0,,,,5,2391561.529
60,,6,2018,624.4161145,0,0,0,0,0,0,0,0,0,0,28800,16926,126439.3333,0,1,0,1,1,0,2,,1,,,,,,,60000,2,1,2000,1,,,,,,2,,,,,,1,1,4,1,2,3,3,2,1,,,7,,,,4,6,6,24,,2,,95,4,4,4,1,2,2,1,2,1,1,4,1,,2,,,1,3,6,4,2,2,1,2,2,,2,1,2,2,2,2,2,2,2,2,2,10,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,2,2,2,2,1,2,8,2,2,1,,2,2,2,1,2,2,,,,2,,,1,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,
61,,6,2018,685.3414008,0,0,0,0,0,0,0,0,0,0,0,31623,299596,0,2,0,2,2,0,1,,2,200,,,,,,,2,2,99999998,1,99999998,,,,,1,4,2,1,1,2,1,1,5,2,3,3,3,3,2,1,,1,,2,2,8,,,,,2,1,110,4,3,3,2,2,2,1,2,2,,0,2,,,,,2,3,5,4,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,,,,,,99999998,99999998,1,99999998,,99999998,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,99999998,99999998,1,99999998,8,2,2,1,,,,,,,,,,,,,,2,,,,99999998,99999998,,,,,,,,,,,,,,1,0,,,,99999998,2405346.793
63,,6,2018,1571.492347,0,0,0,0,0,0,0,0,0,0,0,28856.33333,42856.33333,0,2,0,2,1,1,1,,1,,,99999998,,,,,2,2,99999998,1,99999998,,,,,2,,,,,,1,1,4,1,99999998,4,4,4,1,1,,1,,2,2,3,,2,4,4,2,,120,3,5,5,2,1,2,1,3,1,2,1,1,2,,,,2,3,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,10,1,2,2014,10,99999999,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,1,2,2,2,9,2,2,2,,,,,,,,,99999999,,,,,1,,,,2,2,,,,,,,,,,,0,,,1,0,,,,99999999,3436380.435
64,,6,2018,660.5706507,0,0,0,0,0,0,0,0,0,0,78450,29196,107646,1,2,0,2,1,1,1,,1,,,99999999,,,,,2,2,99999998,1,99999999,,,,,1,3,2,1,1,2,2,,3,1,3,3,3,3,1,1,,1,,2,2,4,,4,6,4,2,,75,4,4,4,1,2,2,2,2,2,,1,2,,2,,,2,3,6,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,6,1,2,99999998,99999998,25000,7,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,2,2,8,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,0,,,1,0,,,,5,3126376.816
66,,6,2018,509.4662727,0,0,0,0,0,0,0,0,0,0,196831,50660,403491,1,2,0,2,1,1,1,,2,,,99999999,99999999,99999998,,,2,2,99999998,1,99999998,,,,,1,1,2,1,2,2,1,1,5,2,3,3,2,2,2,1,,1,,2,2,5,,,,,1,,194,3,5,5,1,1,2,2,3,1,3,0,,,1,1,210,2,3,1,3,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,7,1,2,2001,12,99999999,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,2,1,8,2,2,1,,,,,,,,,3,,3,,,1,,,,1,2,,0,,,0,,,0,,,0,,,1,0,,,,5,4042955.959
69,,6,2018,674.6268639,0,0,0,0,0,0,0,0,0,0,37783,40170,77953,1,1,0,1,0,1,,,1,,,,,,,,99999998,0,0,0,,,,,,1,4,2,1,1,2,2,,99999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,2,2,1,2,,2,2,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,
72,,6,2018,719.0836837,1600,12000,8000,43200,0,0,0,0,0,0,51624,61952,178376,1,2,0,2,1,1,1,,1,,,300000,,,300000,,2,2,25000,1,1700000,20,,33,,1,1,2,1,2,2,1,1,5,1,3,3,2,2,1,1,,1,,2,2,4,,4,7,4,2,,73,1,4,3,1,2,2,2,1,2,,1,2,,2,,,2,3,6,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,4,1,1,1994,4,153000,2,,,,,,,,,,3,,,2,2,1,1,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,2,2,8,1,1,1,2,,,,,,,,,,,,,2,1,,1,1,1,2,,,,7,2018,30,,,,7,2018,30,1,0,6,,,3,1656402.168
75,,6,2018,750.700631,0,0,0,60000,0,0,0,0,1000,0,127508,37697.25,226327.25,1,2,0,2,1,1,1,,1,,,,,,,,2,2,99999998,1,99999998,,,,,1,1,2,1,2,2,1,2,3,1,3,3,4,3,1,1,,1,,1,1,4,,4,8,4,2,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,10,1,2,2015,1,1900000,1,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,7,2,2,1,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,1,,,5,2524079.827
76,,6,2018,858.3964706,0,0,0,156000,0,0,0,0,0,0,308056,29706,493762,1,2,0,2,1,1,1,,2,,,99999999,99999999,,,,2,2,75000,1,4500000,,,,,1,1,2,1,2,2,1,2,4,2,3,3,2,2,2,1,,1,,2,2,1,,2,8,4,2,,170,3,4,4,1,1,1,1,3,1,1,2,1,1,,,,1,3,6,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,10,3,,,,,,,,,,,,,,,3,,,2,2,1,2,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,1,2,5,2,2,2,,,,,,,,,4,,,,,1,,,,1,2,,0,,,0,,,,,,0,,,1,0,,,,5,3150686.638
77,,6,2018,660.5706507,0,0,0,0,0,0,0,0,0,0,56893,45520,265683,1,2,0,2,1,1,1,,1,,,,,,,,2,2,99999999,1,99999998,,,,,2,,,,,,1,2,3,1,3,3,3,4,1,1,,1,,2,2,4,,3,4,3,2,,80,4,3,2,2,2,2,2,2,2,,0,2,,2,,,1,3,1,4,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,99999998,99999998,99999999,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,1,2,8,2,2,1,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,8,,,2,3500339.472
78,,6,2018,576.7224641,0,0,0,0,0,0,0,0,0,0,0,27282.5,205482.5,0,2,0,2,2,0,1,,1,,,,,,,,2,2,20000,1,99999998,,,,,2,,,,,,1,2,3,1,3,3,3,3,1,1,,1,,2,2,4,,1,4,4,1,,100,3,4,4,1,2,2,1,1,2,,1,,,2,,,2,3,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,5,1,2,1977,6,177500,7,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,2,2,2,2,2,8,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,1966601.824
79,,6,2018,866.9317861,0,0,0,0,0,0,0,0,0,0,0,15953,285553,0,2,0,2,1,1,1,2000,1,,,15000,100000,,,1000000,2,1,200000,1,,,,,,1,1,2,1,2,2,1,1,4,1,2,2,4,5,1,,1,2,3500,,,4,,2,7,3,2,,120,4,4,3,1,2,1,2,2,1,1,1,2,,,,,2,3,5,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,1,,,2,,,2,,,,1000000,,2,,2,99999998,1,1,2,1,1,2,2,6,1,1,1,2,2,2,2,1,1,2,,3,,2,,1,1,,,1,2,1,2,8,2018,19,,,,,,,8,2018,19,2,0,12,,,1,
80,,6,2018,620.3674516,0,0,0,0,0,0,0,0,18000,0,60000,23094,101094,0,1,0,1,0,1,1,,1,,,,,,,,2,2,10000,1,99999998,,,,,1,4,2,1,1,2,2,,4,1,3,3,3,3,1,1,,1,,2,2,4,,4,4,3,2,,65,4,2,1,1,2,2,2,1,2,,0,1,1,,,,2,3,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,1,1,1975,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,8,2,2,2,,,,,,,,,,,4,,,1,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,1779306.345
81,,6,2018,847.8551906,0,0,0,0,0,0,0,0,0,0,7200,53526,60726,0,3,0,3,1,2,1,,2,,,,,,,,2,2,99999998,1,99999998,,,,,1,2,2,1,1,2,1,1,4,2,3,3,4,3,2,1,,1,,2,2,3,,3,3,2,2,,60,4,3,3,2,2,2,2,1,2,,0,2,,2,,,2,3,4,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,3,1,2,1956,99999998,10000,1,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,7,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,4,928024.26
83,,6,2018,540.2276183,0,0,0,0,0,0,0,0,0,0,85488,29918,115406,0,1,0,1,0,1,1,,1,,,,,,,,2,2,30000,1,,,,,,2,,,,,,1,1,5,1,4,3,3,2,1,,,6,,,,8,,,,,2,,90,3,4,4,2,2,2,1,2,,,0,1,1,,,,2,2,5,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,1,2,6,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,
85,,6,2018,983.7826888,0,0,0,0,0,120000,0,0,0,0,66000,28398,214398,0,1,0,1,0,1,,,2,,,,,,,,2,2,99999998,1,,,,,,1,1,1,1,2,2,2,,4,2,3,4,3,2,2,,,2,10000,,,4,3,99999998,6,,2,,80,4,4,2,2,1,2,2,2,2,,6,1,,2,,,1,1,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,4,
87,,6,2018,905.9835271,0,0,0,0,0,0,0,0,0,0,166005,22385,188390,1,2,0,2,1,1,1,,1,,,99999999,,,,,2,2,36000,1,99999998,,,,,1,2,2,1,1,2,2,,5,1,3,3,3,2,1,1,,1,,2,2,4,,2,2,2,2,,70,3,3,3,2,2,2,2,1,2,,0,2,,2,,,2,3,4,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1965,6,24000,7,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,99999998,1,2,2,2,7,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,0,,,1,0,,,,99999999,1319682.312
89,,6,2018,986.7379698,0,0,0,0,0,0,0,0,30265.416,0,0,19464,49729.416,0,1,0,1,0,1,1,,1,,,,99999998,,,,2,2,99999998,1,99999998,,,,,1,4,1,1,2,2,2,,5,1,3,3,99999999,2,1,1,,1,,2,2,4,,3,4,3,2,,88,3,4,3,1,2,2,2,1,2,,1,1,1,,,,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1963,10,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,1,2,2,2,2,99999998,1,,,,,,,,,99999999,,99999999,,,1,,,,2,2,,0,,,,,,,,,,,,1,0,,,,99999999,2908333.426
91,,6,2018,983.7826888,0,0,0,0,0,0,0,0,0,0,84000,14598,98598,0,1,0,1,0,1,1,,1,,,,,,,,2,2,99999998,1,2500000,,,,,1,1,2,1,2,2,2,,3,1,3,3,3,3,1,1,,1,,2,2,4,,2,3,2,2,,106,3,4,4,1,2,2,1,2,2,,0,1,1,,,,1,3,1,3,2,2,1,2,2,,1,2,2,1,2,2,2,2,2,1,2,3,1,2,1955,9,7500,7,,,,,,,,,,5,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,99999998,2,2,99999998,2,2,2,99999998,,,,,,,,,,,,,,2,,,,99999998,99999998,,,,,,,,,,,,,,1,0,,,,99999998,3041998.714
92,,6,2018,584.7065768,0,0,0,115200,0,0,0,0,0,0,12000,32440,159640,0,2,0,2,1,1,1,,2,,,45000,,,,,1,2,10000,1,99999998,,,,,1,2,2,1,1,2,1,1,3,2,3,3,2,2,2,1,,1,,2,2,4,,6,9,5,2,,107,1,4,2,1,2,2,1,2,1,1,2,1,1,,,,1,3,5,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,10,1,2,2016,11,1460000,1,,,,,,,,,,,,,2,2,1,2,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,2,2,7,2,2,1,,,,,,,,2,,,4,,,1,,,1,2,2,,,,,,,,,,,8,2018,31,1,200000,,,,5,1384711.564
94,,6,2018,927.0486388,0,0,0,0,0,0,0,0,55486.596,0,107520,71070,234076.596,0,2,0,2,1,1,1,,1,,,99999999,,,,,2,2,0,1,1300000,,,,,1,1,2,1,1,2,2,,3,2,3,3,99999998,3,2,1,,1,,2,2,4,,1,3,2,2,,100,4,3,2,2,2,2,2,1,2,,0,2,,2,,,2,3,4,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,2,1960,3,16000,7,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,2,2,7,2,2,1,,,,,,,,,4,,4,,,1,,,,2,2,,,,,,,,,,,0,,,1,0,,,,5,1435442.546
95,,6,2018,286.544399,0,0,0,36000,0,0,0,0,0,0,210000,12165,258165,0,3,0,3,1,2,1,,1,,,99999998,,,,,2,2,20000,1,2200000,0,,100,,1,4,2,1,1,2,2,,5,1,99999998,3,99999998,99999998,1,1,,1,,2,2,4,,4,28,5,2,,125,3,5,3,1,1,2,1,2,1,1,3,1,1,,,,1,3,5,3,2,1,1,1,2,,1,2,2,1,2,1,2,2,2,1,2,10,1,1,2014,10,1640000,1,,,,,,,,,,,,,99999998,99999998,1,1,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,2,2,7,2,2,2,,,,,,,,,,,,,,2,0,,,1,2,,,,,0,,,,,,0,,,1,0,,,,5,2326925.894
96,,6,2018,620.3674516,0,0,0,0,0,0,0,0,0,0,0,46998,46998,0,1,0,1,0,1,1,,1,,,,,,,,2,2,99999998,2,99999998,,,,,1,4,2,1,1,2,2,,2,1,3,3,3,3,1,1,,1,,2,2,4,,2,3,3,2,,72,3,3,3,2,2,2,2,2,2,,0,1,1,,,,2,3,1,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,4,1954,99999998,2014,7,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,8,,,,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,1922730.334
99,,6,2018,874.392774,0,0,0,13200,0,0,0,0,0,0,0,17935,35135,0,5,3,2,1,1,,,1,,,,7000,,,23000,1,1,25000,1,,,,,,2,,,,,,1,2,5,1,1,5,4,5,1,,,2,6200,,,8,,,,,2,,170,3,5,4,2,2,2,1,4,1,1,0,1,,1,,99999998,2,3,5,4,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,,1,0.25,,1,,,2,,2,,,2,,,2,,,,,,2,,2,600000,2,1,1,2,1,2,2,9,1,1,1,2,2,2,2,1,2,1,2,,,,,1,2,,,,2,1,2,7,2018,5,,,,,,,,,,1,99999998,12,,,1,
100,,6,2018,709.1400502,0,0,0,51600,0,0,0,0,0,0,42000,59261,152861,0,1,0,1,0,1,1,,1,,,,,,,,2,2,5000,1,,,,,,2,,,,,,2,,2,1,3,3,4,3,1,,1,2,8000,,,4,,99999998,8,5,2,,45,4,2,1,2,2,2,2,1,2,,6,1,1,,,,1,2,7,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,1500000,2,2,2,2,2,2,2,8,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,4,
101,,6,2018,936.1599424,0,0,0,0,0,0,0,0,0,0,183834,32924.5,216758.5,1,2,0,2,1,1,1,,1,,,,,,,,2,2,10000,1,1800000,,,,,2,,,,,,1,1,3,1,3,3,4,3,1,1,,1,,2,2,4,,2,7,3,2,,105,4,5,2,2,1,2,2,2,2,,1,1,1,2,,,1,1,,,,,,,,,,,,,,,,,,,,5,1,2,1991,99999998,905000,1,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,99999998,1802756.202
103,,6,2018,852.1532176,0,0,0,0,0,0,0,0,0,0,0,0,396000,0,1,0,1,1,0,1,,1,,,,,1500000,,,2,2,0,1,99999998,,,,,2,,,,,,1,1,5,1,3,3,1,1,1,1,,1,,2,2,4,,2,3,2,2,,80,3,3,3,1,2,2,2,2,1,1,1,1,1,2,,,2,3,8,3,2,1,1,1,2,,2,2,2,2,2,2,2,2,2,2,2,7,1,2,1998,4,450000,1,,,,,,,,,,,1,1,2,2,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,99999998,1,1,8,2,2,2,,,,,,,,,,,,,,2,,1,,2,2,,,,,,,,8,2018,1,,,,1,0,,,,5,1600642.164
