Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,MezahePrat,Leom,YachasKirvaKalkali,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetLoYodea,K_SemelMiktzLim1,K_SemelMiktzLim2,K_sug_mosad,K_ShnLimKlali,K_SafaIkarit,K_SfatEm,bmi,Dat1,DatAteist1,DatiutLoYehudi1,DatiutYehudi1,Gil1,Mazav1,MisparMeshivP1,Yachas1,NifkadGalKodemH1,MaonGan1,MaonGanYesodi1,BateySeferLamad1,BSYsh1,IvritDibur1,IvritKria1,IvritKtiva1,Kita1,KriaHanaa1,limudim1,MiktzLim1Asakim1,MiktzLim1MadaeiHevra1,MiktzLim2Asakim1,MiktzLim2MadaeiHevra1,TeudaEretz1,TeudaGvoha1,BeayaBriut1,BeayaMafria1,KoshiHalicha1,KoshiLehitrachetz1,KoshiLevush1,KoshiMB1,KoshiReia1,KoshiShmia1,KoshiZikaron1,MatzavBriut1,K_Gova,K_Mishkal,MisparAv,MisparEm,MisparAchrai,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,ShaotBdk,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,HaimMemune,HaimMenahel,ImutAnaf1,ImutAnafAgaf1,ImutMishlach1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,KamaKfufim1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,ShanaAzmai,Avad12Hodashim,BrutoSachir,AchnBruAvodKodem1,BrutoAzmaiShnati1,kamaAvadNYch,RechevChevra1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,bituach1,misparhodashimbituah1,schumbituach1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePratMeAvoda,Tlush1,Ofen_Mehush1,HashavAni1,KamaAvaddY1
33,6,2018,1,711.90114712,1459.8669921,01-01049-01,1,1,0,0,1,0,1,0,0,0,1,2,1,6,1,10,24.034609838,1,,,2,80,1,,1,1,,,1,,1,1,1,,4,1,,,,,1,4,1,4,,,,,1,1,1,2,3,5,,,,3,3,2,998,M,,2,,1,1,1,1,1,,,,1,2,3,,3,998,2,0,,,,,,,,,,,0,,,2018,12,0,0,57600,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57600,,1,4,
33,6,2018,2,679.88231602,1371.8284318,01-01049-02,1,2,0,0,1,0,1,0,0,0,7,,1,6,1,10,,1,,,,80,1,,2,1,,,1,,1,1,1,,4,1,,,,,1,4,1,2,2,1,1,3,1,1,1,3,99999998,99999998,,,,2,3,2,25,M,,2,,1,1,1,1,1,,,,1,2,2,,5,25,,0,,,,,,,,,,,0,,,2018,12,0,0,120000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120000,,1,4,
34,6,2018,1,954.83942888,,01-01050-01,1,1,0,0,0,0,0,0,0,0,,,,2,1,1,27.34375,1,,,1,80,4,,1,1,,,1,,,,,,2,1,,,,,,7,1,3,3,2,3,3,2,3,3,99999998,4,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
35,6,2018,1,1531.4101624,,01-01051-01,1,1,0,0,1,0,0,0,0,0,6,,1,6,1,1,19.53125,1,,,99999999,37,1,,1,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,4,3,,,,1,1,2,40,M,,2,,2,,1,1,1,,,,1,1,,1,5,40,,0,,,,,,,,,,,0,,,,12,11777.166667,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,141326,,,4,
35,6,2018,2,1534.799516,,01-01051-02,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,7,,1,3,2,,1,,1,,,,2,2,,,,,,,,,,,,,,1,1,1,1,1,99999998,5,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
35,6,2018,5,1540.1402715,,01-01051-05,1,2,0,0,0,0,0,0,0,1,6,,1,6,1,1,24.151672503,1,,,,40,1,,2,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,8,9,,,,1,1,2,45,M,,2,,2,,1,1,1,,,,1,1,,1,5,45,,0,,,,,,,,,,,0,,,,12,12912.833333,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,154954,,,4,
36,6,2018,1,557.79418639,725.02345246,01-01052-01,1,2,0,0,0,0,0,1,0,0,,,,6,1,1,23.388686558,1,,,,68,1,,1,1,,,1,,,,,,3,1,,,,,,3,2,,,,,,1,1,1,1,6,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
36,6,2018,2,602.18252419,540.12637695,01-01052-02,1,1,0,0,0,0,0,0,0,1,,,,4,1,1,27.688778134,1,,,5,65,1,,2,2,,,1,,,,,,5,1,,,,,,1,1,4,,,,,1,1,1,2,3,7,,,,2,3,2,25,A,,6,,2,,,,,,,,1,1,,1,6,25,,2,,1,,,,,,,,,0,,,,12,5000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60000,2,,4,
37,6,2018,1,1358.8446983,2957.0478351,01-01055-01,1,1,0,1,0,0,0,0,0,0,,,,,1,1,,1,,,,79,1,,1,1,,,,,,,,,,,,,,,,,1,1,4,,,,,,,4,,,,,,6,0,,0,,,,,,,,,,,,2,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
37,6,2018,2,1608.4006238,2826.7315984,01-01055-02,1,2,1,0,1,0,0,0,1,0,,,,4,1,12,19.369834711,1,,,5,80,1,,2,1,,,1,,1,1,1,,4,1,,,,,,1,1,2,2,1,1,2,1,2,1,3,7,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
38,6,2018,1,1151.2104742,2666.1985138,01-01056-01,1,1,1,0,0,0,0,0,0,0,,,,2,1,2,,1,,,,80,1,,1,1,,,1,,2,3,4,,5,1,,,,,,7,1,1,4,4,4,4,3,3,3,3,99999998,99999998,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
38,6,2018,2,1020.9018494,1952.919844,01-01056-02,1,2,0,0,0,0,0,0,0,1,,,,2,1,1,,1,,,4,76,1,,2,1,,,1,,,,,,2,1,,,,,,7,2,,,,,,1,1,1,2,99999998,99999998,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
41,6,2018,1,954.83942888,1944.7143986,01-01059-01,1,1,0,0,0,0,0,0,0,0,,,,4,1,1,24.034609838,1,,,1,77,4,,1,1,,,1,,,,,,2,1,,,,,,,2,,,,,,1,1,1,2,3,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
42,6,2018,1,1018.0163243,2073.8677462,01-01060-01,1,1,1,0,0,0,0,0,0,0,,,,5,1,5,29.357521924,1,,,1,71,1,,1,1,,,1,,1,1,1,,3,1,,,,,,1,1,2,2,1,1,2,1,3,2,3,4,8,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
42,6,2018,2,1147.9566386,,01-01060-02,1,2,1,0,0,0,0,0,0,0,,,,6,5,5,24.221453287,1,,,,70,1,,2,1,,,1,,1,1,1,,3,1,,,,,,7,1,2,2,1,1,2,1,1,2,2,6,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,12,0,0,0,0,2000,0,0,,0,24000,,,4,
45,6,2018,1,3099.0236559,,01-01064-01,1,1,0,0,1,0,0,0,0,0,7,5,,6,1,1,21.913805698,1,,,2,37,1,,1,1,,,1,,,,,,2,1,,,,,2,6,2,,,,,,1,1,1,1,9,8,,,,1,1,2,40,P,,2,,2,,1,1,1,,,,1,1,,1,5,40,,0,,,,,,,,,,,0,,,,12,22106.25,0,0,12,2,0,1,0,0,0,0,0,0,2,0,0,2,2,2,1,2,0,0,0,1,0,0,0,0,1942,0,,0,267217,,,4,
48,6,2018,2,1263.9730595,1683.4476269,01-01067-02,1,1,0,0,1,0,0,0,0,0,5,5,1,6,1,1,32.48862898,1,,,5,63,3,,1,1,,,1,,,,,,3,1,,,,,1,4,2,,,,,,1,1,1,2,6,12,,,,1,1,2,47,C,,1,,1,1,1,1,1,,,,1,1,5,1,6,39,,0,,,,,,,,,,,0,,,,12,10500,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,126000,2,,4,
49,6,2018,1,685.26793762,1185.4017992,01-01069-01,1,1,0,0,1,0,0,0,0,0,2,1,1,6,1,1,24.973985432,1,,,,80,1,,1,1,,,1,,,,,,4,1,,,,,1,4,1,2,1,1,1,2,1,2,1,3,3,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
49,6,2018,2,831.02681072,2382.3761537,01-01069-02,1,2,1,0,1,0,0,0,0,0,,,,5,1,5,24.489795918,1,,,3,80,1,,2,1,,,1,,1,1,1,,4,1,,,,,,3,1,2,3,2,2,3,1,2,1,3,7,8,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
51,6,2018,1,665.48319902,561.24511581,01-01074-01,1,1,0,0,1,0,0,0,0,0,1,,1,6,1,1,25.23634033,1,,,5,68,1,,1,1,,,1,,,,,,3,1,,,,,1,4,2,,,,,,1,1,1,1,3,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
51,6,2018,2,789.78898527,547.58684719,01-01074-02,1,2,0,1,1,0,0,0,0,0,1,,1,6,1,1,23.183391003,1,,,,69,1,,2,1,,,1,,,,,,4,1,,,,,1,4,2,,,,,,1,1,1,2,6,6,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
6306,6,2018,3,447.06137941,851.78523206,01-01074-03,1,1,0,0,1,0,0,0,0,0,12,,1,6,1,1,18.937002904,1,,,5,40,5,,1,2,,,1,,,,,,2,1,,,,,1,6,2,,,,,,1,1,1,1,7,5,,,,3,3,1,998,P,,2,,2,,,,,,,,1,1,,1,5,998,2,2,1,1,,,,,,,,,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
52,6,2018,2,400.46365188,403.31792021,01-01075-02,1,1,0,1,1,0,1,0,0,0,5,,1,5,1,1,24.835763499,1,,,5,55,5,,1,1,,,1,,,,,,2,1,,,,,1,4,1,4,,,,,1,1,2,2,3,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
52,6,2018,3,470.29326934,784.11686834,01-01075-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,7,,2,3,2,,1,,1,,,,2,2,,,,,,,,,,,,,,1,1,3,1,1,1,,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
54,6,2018,1,587.16788481,1482.0952771,01-01077-01,1,1,1,0,0,0,0,0,0,0,,,,3,1,13,24.888888889,1,,,4,80,4,,1,1,,,1,,1,1,1,,4,1,,,,,,7,2,,,,,,2,2,1,2,2,4,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
55,6,2018,1,977.72878192,791.36182983,01-01078-01,1,1,0,0,1,0,1,0,0,0,8,,4,6,1,1,,1,,,,80,1,,1,1,,,1,,,,,,3,1,,,,,,,2,,,,,,1,3,2,2,99999998,99999998,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
55,6,2018,2,864.56061108,867.70381996,01-01078-02,1,2,0,0,1,0,0,0,0,0,9,,,6,1,1,,1,,,5,80,1,,2,1,,,1,,,,,,4,1,,,,,2,5,1,2,3,1,1,1,1,1,2,3,99999998,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
59,6,2018,1,793.83129944,2439.7295105,01-01083-01,2,1,0,0,1,0,0,0,0,0,,,,5,1,1,20.761245675,2,,4,,45,5,,1,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,2,6,5,,,,1,1,2,44,J,,2,,2,,1,1,1,,,,1,1,,1,5,44,,0,,,,,,,,,,,0,,,,12,19623.25,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,235479,,,4,
59,6,2018,2,680.60122187,1278.8777472,01-01083-02,1,3,0,0,0,0,0,0,0,1,,,,4,1,1,,1,,,,71,4,,6,1,,,1,,,,,,2,1,,,,,,2,2,,,,,,1,1,1,2,4,99999998,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
60,6,2018,1,666.43551682,1417.9381621,01-01085-01,1,1,0,0,1,0,0,0,0,0,,,,,1,1,26.315789474,1,,,5,70,5,,1,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,10,12,,,,6,0,2,16,R,,3,,2,,,,,,,,1,1,,1,5,16,,0,,1,,,,,,,,,1,,,,11,7621.3333333,4500,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,80713.333333,,,4,
61,6,2018,1,705.37723462,,01-01086-01,1,1,0,1,1,0,0,0,0,0,5,,1,5,1,1,29.411764706,1,,,,49,5,,1,1,,,1,,,,,,1,1,,,,,1,4,2,,,,,,1,1,1,2,6,10,,,,1,1,2,60,Q,,1,,1,1,1,1,1,,,,1,1,99999998,1,7,60,,0,,,,,,,,,,,0,,,,12,21742.416667,0,0,12,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7064,267973,,,4,
61,6,2018,2,731.4607039,1790.4331636,01-01086-02,1,3,1,0,0,0,0,0,0,0,,,,3,1,2,21.8299522,1,,,5,80,4,,6,1,,,1,,1,1,1,,5,1,,,,,,1,1,1,3,4,4,4,3,3,2,4,4,4,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,
63,6,2018,1,1487.3924076,2209.8803523,01-01092-01,1,1,0,0,1,0,0,0,0,0,,,,4,1,1,19.948059769,1,,,5,79,1,,1,1,,,1,,,,,,4,1,,,,,,1,2,,,,,,1,2,1,2,4,3,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
63,6,2018,2,1563.7307967,2263.5940264,01-01092-02,1,2,0,0,1,0,0,0,0,0,5,6,,6,1,13,21.20099137,1,,,,80,1,,2,1,,,1,,1,1,1,,3,1,,,,,3,5,1,1,4,4,4,4,1,1,3,4,8,7,,,,6,0,1,0,,C,,2,,,,,,,,2,,,,,,0,,0,,,1,1,1,6,24,,2,1,0,,2,,4,3500,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14000,2,,4,4
64,6,2018,1,625.21957064,1330.7355016,01-01093-01,1,1,1,0,1,0,0,0,0,0,,,,5,1,12,23.72528616,1,,,4,80,1,,1,1,,,1,,1,1,1,,3,1,,,,,,3,2,,,,,,2,2,2,2,3,4,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
64,6,2018,2,705.02303312,,01-01093-02,1,2,0,0,0,0,0,0,0,1,,,,2,1,1,,1,,,,80,1,,2,1,,,1,,,,,,5,1,,,,,,7,1,1,3,2,2,3,2,2,2,4,99999998,8,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
66,6,2018,1,492.16993528,932.55958985,01-01095-01,1,2,0,0,1,0,1,0,0,0,2,2,1,6,1,1,22.499637103,1,,,,76,1,,1,1,,,1,,,,,,4,1,,,,,1,6,2,,,,,,1,2,1,2,5,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
66,6,2018,2,528.69064896,1629.9163967,01-01095-02,1,1,0,0,1,0,0,0,0,0,8,,1,6,1,1,24.221453287,1,,,5,78,1,,2,1,,,1,,,,,,4,1,,,,,,,2,,,,,,1,1,1,2,6,7,,,,2,3,2,10,Q,,2,,2,,1,1,1,,,,1,2,,,2,10,,0,,,,,,,,,,,0,,,2018,12,0,0,156000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,156000,,1,4,
5919,6,2018,1,618.6334773,,01-01097-01,1,2,0,0,0,0,0,0,0,1,,,,5,1,1,29.068773298,1,,,5,47,1,,1,1,,,1,,,,,,5,1,,,,,,1,2,,,,,,1,1,1,1,6,10,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,
5012,6,2018,1,1984.5782809,,01-01101-01,1,1,1,0,0,0,0,0,0,0,,,,5,1,2,32.179930796,1,,,,75,1,,1,2,,,1,,1,1,1,,4,1,,,,,,1,1,1,3,1,1,1,1,1,1,3,6,11,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
5013,6,2018,1,838.62213368,,01-01102-01,1,1,1,0,0,0,0,0,0,0,,,,5,1,4,28.577960677,1,,,5,80,1,,1,1,,,1,,1,1,1,,3,1,,,,,,2,2,,,,,,2,2,2,2,4,8,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
69,6,2018,1,638.52355195,1430.2362018,01-01103-01,1,1,1,0,0,0,0,0,0,0,,,,,1,5,,1,,,99999998,80,4,,1,1,,,,,2,2,2,,,,,,,,,,1,1,4,4,4,4,1,2,3,4,,,,,,6,0,,0,,,,,,,,,,,,2,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
72,6,2018,1,680.60122187,1292.4140314,01-01106-01,1,1,0,0,1,0,0,0,0,0,1,99999998,1,5,1,1,21.631148854,1,,,4,78,1,,1,1,,,1,,,,,,2,1,,,,,,2,1,4,,,,,1,1,1,2,3,3,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
72,6,2018,2,767.47363697,1588.2507691,01-01106-02,1,2,1,0,0,0,0,0,0,0,,,,4,1,8,24.221453287,1,,,,80,1,,2,1,,,1,,2,2,2,,2,1,,,,,,2,1,3,1,1,1,1,1,1,1,2,6,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
75,6,2018,1,753.16168661,444.52652547,01-01110-01,1,2,0,0,1,0,0,0,0,0,6,,1,6,1,1,28.010223732,1,,,2,70,1,,1,1,,,1,,,,,,1,1,,,,,1,4,1,2,3,1,1,2,3,1,1,3,5,9,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
75,6,2018,3,955.0394562,859.1489995,01-01110-03,1,1,0,0,0,0,0,0,0,0,,,,4,1,1,,1,,,,70,1,,2,1,,,1,,,,,,2,1,,,,,,1,1,2,3,1,1,2,1,1,2,3,5,99999999,,,,3,3,,998,P,,4,,2,,1,1,1,,,,1,1,,1,9,998,2,2,3,2,,,,,,,,,0,,,,0,122,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,122,2,,4,
76,6,2018,1,755.47018981,726.63961612,01-01111-01,1,1,0,0,1,0,0,0,0,0,3,,1,6,1,13,21.484375,1,,,,71,1,,1,1,,,1,,1,1,1,,4,1,,,,,1,5,2,,,,,,1,1,1,1,4,4,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
76,6,2018,2,916.16132605,1451.8055109,01-01111-02,1,2,0,0,1,0,0,0,0,0,,,,5,1,1,29.320987654,1,,,5,71,1,,2,1,,,1,,,,,,4,1,,,,,,3,2,,,,,,1,1,1,1,8,12,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
77,6,2018,1,657.30811339,1194.8462871,01-01112-01,1,1,1,0,0,0,0,0,0,0,14,,1,6,1,4,24.508945765,1,,,5,74,1,,1,1,,,1,,1,1,1,,3,1,,,,,1,4,2,,,,,,1,1,1,2,5,7,,,,6,0,2,10,M,,2,,2,,1,1,1,,,,1,2,,,2,0,,0,,,,,,,,,,,0,,,,12,0,0,47271,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,47271,,2,4,
77,6,2018,2,711.90114712,574.65760814,01-01112-02,1,2,0,0,1,0,0,0,0,0,5,,1,6,1,1,21.872422819,1,,,,68,1,,2,1,,,1,,,,,,3,1,,,,,1,5,2,,,,,,1,1,1,2,5,5,,,,2,3,2,20,Q,,2,,2,,1,1,1,,,,1,2,,,3,20,,0,,,,,,,,,,,0,,,,12,0,0,115999,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,115999,,2,4,
78,6,2018,1,641.92955481,1249.9594898,01-01113-01,1,1,0,0,0,0,0,0,0,1,,,,4,1,1,23.620287912,1,,,2,71,3,,1,1,,,1,,,,,,2,1,,,,,,1,2,,,,,,1,1,1,2,7,7,,,,1,1,2,40,F,,7,,2,,1,1,1,,,,1,2,,,5,40,,0,,,,,,,,,,,0,,,2018,12,0,0,72000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,72000,,1,4,
